idTemporada,#,club,idClub,partidos,ganados,empatados,perdidos,golesAFavor,golesEnContra,+/-,porcentajeVictorias,porcentajeDerrotas,puntos
T14,5,Sevilla FC,C36,38,18,9,11,69,52,17,47.368421052631575,28.947368421052634,63
T14,6,Villarreal CF,C40,38,17,8,13,60,44,16,44.73684210526316,34.21052631578947,59
T14,7,Real Sociedad,C29,38,16,11,11,62,55,7,42.10526315789473,28.947368421052634,59
T14,8,Valencia CF,C39,38,13,10,15,51,53,-2,34.21052631578947,39.473684210526315,49
T14,9,RC Celta,C19,38,14,7,17,49,54,-5,36.84210526315789,44.73684210526316,49
T14,10,Levante UD,C17,38,12,12,14,35,43,-8,31.57894736842105,36.84210526315789,48
T14,11,Málaga CF,C18,38,12,9,17,39,46,-7,31.57894736842105,44.73684210526316,45
T14,12,Rayo Vallecano,C24,38,13,4,21,46,80,-34,34.21052631578947,55.26315789473685,43
T14,13,Getafe CF,C12,38,11,9,18,35,54,-19,28.947368421052634,47.368421052631575,42
T14,14,RCD Espanyol,C21,38,11,9,18,41,51,-10,28.947368421052634,47.368421052631575,42
T14,15,Granada CF,C15,38,12,5,21,32,56,-24,31.57894736842105,55.26315789473685,41
T14,16,Elche CF,C10,38,9,13,16,30,50,-20,23.684210526315788,42.10526315789473,40
T14,17,UD Almería,C37,38,11,7,20,43,71,-28,28.947368421052634,52.63157894736842,40
T14,18,CA Osasuna,C4,38,10,9,19,32,62,-30,26.31578947368421,50.0,39
T14,19,Real Valladolid,C31,38,7,15,16,38,60,-22,18.421052631578945,42.10526315789473,36
T14,20,Real Betis,C25,38,6,7,25,36,78,-42,15.789473684210526,65.78947368421053,25
T15,1,FC Barcelona,C11,38,30,4,4,110,21,89,78.94736842105263,10.526315789473683,94
T15,2,Real Madrid,C26,38,30,2,6,118,38,80,78.94736842105263,15.789473684210526,92
T15,3,Atlético Madrid,C3,38,23,9,6,67,29,38,60.526315789473685,15.789473684210526,78
T15,4,Valencia CF,C39,38,22,11,5,70,32,38,57.89473684210527,13.157894736842104,77
T15,5,Sevilla FC,C36,38,23,7,8,71,45,26,60.526315789473685,21.052631578947366,76
T15,6,Villarreal CF,C40,38,16,12,10,48,37,11,42.10526315789473,26.31578947368421,60
T15,7,Athletic,C2,38,15,10,13,42,41,1,39.473684210526315,34.21052631578947,55
T15,8,RC Celta,C19,38,13,12,13,47,44,3,34.21052631578947,34.21052631578947,51
T15,9,Málaga CF,C18,38,14,8,16,42,48,-6,36.84210526315789,42.10526315789473,50
T15,10,RCD Espanyol,C21,38,13,10,15,47,51,-4,34.21052631578947,39.473684210526315,49
T15,11,Rayo Vallecano,C24,38,15,4,19,46,68,-22,39.473684210526315,50.0,49
T15,12,Real Sociedad,C29,38,11,13,14,44,51,-7,28.947368421052634,36.84210526315789,46
T15,13,Elche CF,C10,38,11,8,19,35,62,-27,28.947368421052634,50.0,41
T15,14,Levante UD,C17,38,9,10,19,34,67,-33,23.684210526315788,50.0,37
T15,15,Getafe CF,C12,38,10,7,21,33,64,-31,26.31578947368421,55.26315789473685,37
T15,16,RC Deportivo,C20,38,7,14,17,35,60,-25,18.421052631578945,44.73684210526316,35
T15,17,Granada CF,C15,38,7,14,17,29,64,-35,18.421052631578945,44.73684210526316,35
T15,18,SD Eibar,C34,38,9,8,21,34,55,-21,23.684210526315788,55.26315789473685,35
T15,19,UD Almería,C37,38,8,8,22,35,64,-29,21.052631578947366,57.89473684210527,29
T15,20,Córdoba CF,C9,38,3,11,24,22,68,-46,7.894736842105263,63.1578947368421,20
T16,1,FC Barcelona,C11,38,29,4,5,112,29,83,76.31578947368422,13.157894736842104,91
T16,2,Real Madrid,C26,38,28,6,4,110,34,76,73.68421052631578,10.526315789473683,90
T16,3,Atlético Madrid,C3,38,28,4,6,63,18,45,73.68421052631578,15.789473684210526,88
T16,4,Villarreal CF,C40,38,18,10,10,44,35,9,47.368421052631575,26.31578947368421,64
T16,5,Athletic,C2,38,18,8,12,58,45,13,47.368421052631575,31.57894736842105,62
T16,6,RC Celta,C19,38,17,9,12,51,59,-8,44.73684210526316,31.57894736842105,60
T16,7,Sevilla FC,C36,38,14,10,14,51,50,1,36.84210526315789,36.84210526315789,52
T16,8,Málaga CF,C18,38,12,12,14,38,35,3,31.57894736842105,36.84210526315789,48
T16,9,Real Sociedad,C29,38,13,9,16,45,48,-3,34.21052631578947,42.10526315789473,48
T16,10,Real Betis,C25,38,11,12,15,34,52,-18,28.947368421052634,39.473684210526315,45
T16,11,UD Las Palmas,C38,38,12,8,18,45,53,-8,31.57894736842105,47.368421052631575,44
T16,12,Valencia CF,C39,38,11,11,16,46,48,-2,28.947368421052634,42.10526315789473,44
T16,13,SD Eibar,C34,38,11,10,17,49,61,-12,28.947368421052634,44.73684210526316,43
T16,14,RCD Espanyol,C21,38,12,7,19,40,74,-34,31.57894736842105,50.0,43
T16,15,RC Deportivo,C20,38,8,18,12,45,61,-16,21.052631578947366,31.57894736842105,42
T16,16,Granada CF,C15,38,10,9,19,46,69,-23,26.31578947368421,50.0,39
T16,17,Real Sporting,C30,38,10,9,19,40,62,-22,26.31578947368421,50.0,39
T16,18,Rayo Vallecano,C24,38,9,11,18,52,73,-21,23.684210526315788,47.368421052631575,38
T16,19,Getafe CF,C12,38,9,9,20,37,67,-30,23.684210526315788,52.63157894736842,36
T16,20,Levante UD,C17,38,8,8,22,37,70,-33,21.052631578947366,57.89473684210527,32
T17,1,Real Madrid,C26,38,29,6,3,106,41,65,76.31578947368422,7.894736842105263,93
T17,2,FC Barcelona,C11,38,28,6,4,116,37,79,73.68421052631578,10.526315789473683,90
T17,3,Atlético Madrid,C3,38,23,9,6,70,27,43,60.526315789473685,15.789473684210526,78
T17,4,Sevilla FC,C36,38,21,9,8,69,49,20,55.26315789473685,21.052631578947366,72
T17,5,Villarreal CF,C40,38,19,10,9,56,33,23,50.0,23.684210526315788,67
T17,6,Real Sociedad,C29,38,19,7,12,59,53,6,50.0,31.57894736842105,64
T17,7,Athletic,C2,38,19,6,13,53,43,10,50.0,34.21052631578947,63
T17,8,RCD Espanyol,C21,38,15,11,12,49,50,-1,39.473684210526315,31.57894736842105,56
T17,9,Alavés,C0,38,14,13,11,41,43,-2,36.84210526315789,28.947368421052634,55
T17,10,SD Eibar,C34,38,15,9,14,56,51,5,39.473684210526315,36.84210526315789,54
T17,11,Málaga CF,C18,38,12,10,16,49,55,-6,31.57894736842105,42.10526315789473,46
T17,12,Valencia CF,C39,38,13,7,18,56,65,-9,34.21052631578947,47.368421052631575,46
T17,13,RC Celta,C19,38,13,6,19,53,69,-16,34.21052631578947,50.0,45
T17,14,UD Las Palmas,C38,38,10,9,19,53,74,-21,26.31578947368421,50.0,39
T17,15,Real Betis,C25,38,10,9,19,41,64,-23,26.31578947368421,50.0,39
T17,16,RC Deportivo,C20,38,8,12,18,43,61,-18,21.052631578947366,47.368421052631575,36
T17,17,CD Leganés,C5,38,8,11,19,36,55,-19,21.052631578947366,50.0,35
T17,18,Real Sporting,C30,38,7,10,21,42,72,-30,18.421052631578945,55.26315789473685,31
T17,19,CA Osasuna,C4,38,4,10,24,40,94,-54,10.526315789473683,63.1578947368421,22
T17,20,Granada CF,C15,38,4,8,26,30,82,-52,10.526315789473683,68.42105263157895,20
T18,1,FC Barcelona,C11,38,28,9,1,99,29,70,73.68421052631578,2.631578947368421,93
T18,2,Atlético Madrid,C3,38,23,10,5,58,22,36,60.526315789473685,13.157894736842104,79
T18,3,Real Madrid,C26,38,22,10,6,94,44,50,57.89473684210527,15.789473684210526,76
T18,4,Valencia CF,C39,38,22,7,9,65,38,27,57.89473684210527,23.684210526315788,73
T18,5,Villarreal CF,C40,38,18,7,13,57,50,7,47.368421052631575,34.21052631578947,61
T18,6,Real Betis,C25,38,18,6,14,60,61,-1,47.368421052631575,36.84210526315789,60
T18,7,Sevilla FC,C36,38,17,7,14,49,58,-9,44.73684210526316,36.84210526315789,58
T18,8,Getafe CF,C12,38,15,10,13,42,33,9,39.473684210526315,34.21052631578947,55
T18,9,SD Eibar,C34,38,14,9,15,44,50,-6,36.84210526315789,39.473684210526315,51
T18,10,Girona FC,C14,38,14,9,15,50,59,-9,36.84210526315789,39.473684210526315,51
T18,11,RCD Espanyol,C21,38,12,13,13,36,42,-6,31.57894736842105,34.21052631578947,49
T18,12,Real Sociedad,C29,38,14,7,17,66,59,7,36.84210526315789,44.73684210526316,49
T18,13,RC Celta,C19,38,13,10,15,59,60,-1,34.21052631578947,39.473684210526315,49
T18,14,Alavés,C0,38,15,2,21,40,50,-10,39.473684210526315,55.26315789473685,47
T18,15,Levante UD,C17,38,11,13,14,44,58,-14,28.947368421052634,36.84210526315789,46
T18,16,Athletic,C2,38,10,13,15,41,49,-8,26.31578947368421,39.473684210526315,43
T18,17,CD Leganés,C5,38,12,7,19,34,51,-17,31.57894736842105,50.0,43
T18,18,RC Deportivo,C20,38,6,11,21,38,76,-38,15.789473684210526,55.26315789473685,29
T18,19,UD Las Palmas,C38,38,5,7,26,24,74,-50,13.157894736842104,68.42105263157895,22
T18,20,Málaga CF,C18,38,5,5,28,24,61,-37,13.157894736842104,73.68421052631578,20
T19,1,FC Barcelona,C11,38,26,9,3,90,36,54,68.42105263157895,7.894736842105263,87
T19,2,Atlético Madrid,C3,38,22,10,6,55,29,26,57.89473684210527,15.789473684210526,76
T19,3,Real Madrid,C26,38,21,5,12,63,46,17,55.26315789473685,31.57894736842105,68
T19,4,Valencia CF,C39,38,15,16,7,51,35,16,39.473684210526315,18.421052631578945,61
T19,5,Getafe CF,C12,38,15,14,9,48,35,13,39.473684210526315,23.684210526315788,59
T19,6,Sevilla FC,C36,38,17,8,13,62,47,15,44.73684210526316,34.21052631578947,59
T19,7,RCD Espanyol,C21,38,14,11,13,48,50,-2,36.84210526315789,34.21052631578947,53
T19,8,Athletic,C2,38,13,14,11,41,45,-4,34.21052631578947,28.947368421052634,53
T19,9,Real Sociedad,C29,38,13,11,14,45,46,-1,34.21052631578947,36.84210526315789,50
T19,10,Real Betis,C25,38,14,8,16,44,52,-8,36.84210526315789,42.10526315789473,50
T19,11,Alavés,C0,38,13,11,14,39,50,-11,34.21052631578947,36.84210526315789,50
T19,12,SD Eibar,C34,38,11,14,13,46,50,-4,28.947368421052634,34.21052631578947,47
T19,13,CD Leganés,C5,38,11,12,15,37,43,-6,28.947368421052634,39.473684210526315,45
T19,14,Villarreal CF,C40,38,10,14,14,49,52,-3,26.31578947368421,36.84210526315789,44
T19,15,Levante UD,C17,38,11,11,16,59,66,-7,28.947368421052634,42.10526315789473,44
T19,16,Real Valladolid,C31,38,10,11,17,32,51,-19,26.31578947368421,44.73684210526316,41
T19,17,RC Celta,C19,38,10,11,17,53,62,-9,26.31578947368421,44.73684210526316,41
T19,18,Girona FC,C14,38,9,10,19,37,53,-16,23.684210526315788,50.0,37
T19,19,SD Huesca,C35,38,7,12,19,43,65,-22,18.421052631578945,50.0,33
T19,20,Rayo Vallecano,C24,38,8,8,22,41,70,-29,21.052631578947366,57.89473684210527,32
T20,1,Real Madrid,C26,38,26,9,3,70,25,45,68.42105263157895,7.894736842105263,87
T20,2,FC Barcelona,C11,38,25,7,6,86,38,48,65.78947368421053,15.789473684210526,82
T20,3,Atlético Madrid,C3,38,18,16,4,51,27,24,47.368421052631575,10.526315789473683,70
T20,4,Sevilla FC,C36,38,19,13,6,54,34,20,50.0,15.789473684210526,70
T20,5,Villarreal CF,C40,38,18,6,14,63,49,14,47.368421052631575,36.84210526315789,60
T20,6,Real Sociedad,C29,38,16,8,14,56,48,8,42.10526315789473,36.84210526315789,56
T20,7,Granada CF,C15,38,16,8,14,52,45,7,42.10526315789473,36.84210526315789,56
T20,8,Getafe CF,C12,38,14,12,12,43,37,6,36.84210526315789,31.57894736842105,54
T20,9,Valencia CF,C39,38,14,11,13,46,53,-7,36.84210526315789,34.21052631578947,53
T20,10,CA Osasuna,C4,38,13,13,12,46,54,-8,34.21052631578947,31.57894736842105,52
T20,11,Athletic,C2,38,13,12,13,41,38,3,34.21052631578947,34.21052631578947,51
T20,12,Levante UD,C17,38,14,7,17,47,53,-6,36.84210526315789,44.73684210526316,49
T20,13,Real Valladolid,C31,38,9,15,14,32,43,-11,23.684210526315788,36.84210526315789,42
T20,14,SD Eibar,C34,38,11,9,18,39,56,-17,28.947368421052634,47.368421052631575,42
T20,15,Real Betis,C25,38,10,11,17,48,60,-12,26.31578947368421,44.73684210526316,41
T20,16,Alavés,C0,38,10,9,19,34,59,-25,26.31578947368421,50.0,39
T20,17,RC Celta,C19,38,7,16,15,37,49,-12,18.421052631578945,39.473684210526315,37
T20,18,CD Leganés,C5,38,8,12,18,30,51,-21,21.052631578947366,47.368421052631575,36
T20,19,RCD Mallorca,C22,38,9,6,23,40,65,-25,23.684210526315788,60.526315789473685,33
T20,20,RCD Espanyol,C21,38,5,10,23,27,58,-31,13.157894736842104,60.526315789473685,25
T21,1,Atlético Madrid,C3,38,26,8,4,67,25,42,68.42105263157895,10.526315789473683,86
T21,2,Real Madrid,C26,38,25,9,4,67,28,39,65.78947368421053,10.526315789473683,84
T21,3,FC Barcelona,C11,38,24,7,7,85,38,47,63.1578947368421,18.421052631578945,79
T21,4,Sevilla FC,C36,38,24,5,9,53,33,20,63.1578947368421,23.684210526315788,77
T21,5,Real Sociedad,C29,38,17,11,10,59,38,21,44.73684210526316,26.31578947368421,62
T21,6,Real Betis,C25,38,17,10,11,50,50,0,44.73684210526316,28.947368421052634,61
T21,7,Villarreal CF,C40,38,15,13,10,60,44,16,39.473684210526315,26.31578947368421,58
T21,8,RC Celta,C19,38,14,11,13,55,57,-2,36.84210526315789,34.21052631578947,53
T21,9,Athletic,C2,38,11,13,14,46,42,4,28.947368421052634,36.84210526315789,46
T21,10,Granada CF,C15,38,13,7,18,47,65,-18,34.21052631578947,47.368421052631575,46
T21,11,CA Osasuna,C4,38,11,11,16,37,48,-11,28.947368421052634,42.10526315789473,44
T21,12,Cádiz CF,C8,38,11,11,16,36,58,-22,28.947368421052634,42.10526315789473,44
T21,13,Valencia CF,C39,38,10,13,15,50,53,-3,26.31578947368421,39.473684210526315,43
T21,14,Levante UD,C17,38,9,14,15,46,57,-11,23.684210526315788,39.473684210526315,41
T21,15,Getafe CF,C12,38,9,11,18,28,43,-15,23.684210526315788,47.368421052631575,38
T21,16,Alavés,C0,38,9,11,18,36,57,-21,23.684210526315788,47.368421052631575,38
T21,17,Elche CF,C10,38,8,12,18,34,55,-21,21.052631578947366,47.368421052631575,36
T21,18,SD Huesca,C35,38,7,13,18,34,53,-19,18.421052631578945,47.368421052631575,34
T21,19,Real Valladolid,C31,38,5,16,17,34,57,-23,13.157894736842104,44.73684210526316,31
T21,20,SD Eibar,C34,38,6,12,20,29,52,-23,15.789473684210526,52.63157894736842,30
T22,1,Real Madrid,C26,38,26,8,4,80,31,49,68.42105263157895,10.526315789473683,86
T22,2,FC Barcelona,C11,38,21,10,7,68,38,30,55.26315789473685,18.421052631578945,73
T22,3,Atlético Madrid,C3,38,21,8,9,65,43,22,55.26315789473685,23.684210526315788,71
T22,4,Sevilla FC,C36,38,18,16,4,53,30,23,47.368421052631575,10.526315789473683,70
T22,5,Real Betis,C25,38,19,8,11,62,40,22,50.0,28.947368421052634,65
T22,6,Real Sociedad,C29,38,17,11,10,40,37,3,44.73684210526316,26.31578947368421,62
T22,7,Villarreal CF,C40,38,16,11,11,63,37,26,42.10526315789473,28.947368421052634,59
T22,8,Athletic,C2,38,14,13,11,43,36,7,36.84210526315789,28.947368421052634,55
T22,9,Valencia CF,C39,38,11,15,12,48,53,-5,28.947368421052634,31.57894736842105,48
T22,10,CA Osasuna,C4,38,12,11,15,37,51,-14,31.57894736842105,39.473684210526315,47
T22,11,RC Celta,C19,38,12,10,16,43,43,0,31.57894736842105,42.10526315789473,46
T22,12,Rayo Vallecano,C24,38,11,9,18,39,50,-11,28.947368421052634,47.368421052631575,42
T22,13,Elche CF,C10,38,11,9,18,40,52,-12,28.947368421052634,47.368421052631575,42
T22,14,RCD Espanyol,C21,38,10,12,16,40,53,-13,26.31578947368421,42.10526315789473,42
T22,15,Getafe CF,C12,38,8,15,15,33,41,-8,21.052631578947366,39.473684210526315,39
T22,16,RCD Mallorca,C22,38,10,9,19,36,63,-27,26.31578947368421,50.0,39
T22,17,Cádiz CF,C8,38,8,15,15,35,51,-16,21.052631578947366,39.473684210526315,39
T22,18,Granada CF,C15,38,8,14,16,44,61,-17,21.052631578947366,42.10526315789473,38
T22,19,Levante UD,C17,38,8,11,19,51,76,-25,21.052631578947366,50.0,35
T22,20,Alavés,C0,38,8,7,23,31,65,-34,21.052631578947366,60.526315789473685,31
T23,1,FC Barcelona,C11,38,28,4,6,70,20,50,73.68421052631578,15.789473684210526,88
T23,2,Real Madrid,C26,38,24,6,8,75,36,39,63.1578947368421,21.052631578947366,78
T23,3,Atlético Madrid,C3,38,23,8,7,70,33,37,60.526315789473685,18.421052631578945,77
T23,4,Real Sociedad,C29,38,21,8,9,51,35,16,55.26315789473685,23.684210526315788,71
T23,5,Villarreal CF,C40,38,19,7,12,59,40,19,50.0,31.57894736842105,64
T23,6,Real Betis,C25,38,17,9,12,46,41,5,44.73684210526316,31.57894736842105,60
T23,7,CA Osasuna,C4,38,15,8,15,37,42,-5,39.473684210526315,39.473684210526315,53
T23,8,Athletic,C2,38,14,9,15,47,43,4,36.84210526315789,39.473684210526315,51
T23,9,RCD Mallorca,C22,38,14,8,16,37,43,-6,36.84210526315789,42.10526315789473,50
T23,10,Girona FC,C14,38,13,10,15,58,55,3,34.21052631578947,39.473684210526315,49
T23,11,Sevilla FC,C36,38,13,10,15,47,54,-7,34.21052631578947,39.473684210526315,49
T23,12,Rayo Vallecano,C24,38,13,10,15,45,53,-8,34.21052631578947,39.473684210526315,49
T23,13,RC Celta,C19,38,11,10,17,43,53,-10,28.947368421052634,44.73684210526316,43
T23,14,Valencia CF,C39,38,11,9,18,42,45,-3,28.947368421052634,47.368421052631575,42
T23,15,Getafe CF,C12,38,10,12,16,34,45,-11,26.31578947368421,42.10526315789473,42
T23,16,Cádiz CF,C8,38,10,12,16,30,53,-23,26.31578947368421,42.10526315789473,42
T23,17,UD Almería,C37,38,11,8,19,49,65,-16,28.947368421052634,50.0,41
T23,18,Real Valladolid,C31,38,11,7,20,33,63,-30,28.947368421052634,52.63157894736842,40
T23,19,RCD Espanyol,C21,38,8,13,17,52,69,-17,21.052631578947366,44.73684210526316,37
T23,20,Elche CF,C10,38,5,10,23,30,67,-37,13.157894736842104,60.526315789473685,25
T24,1,Real Madrid,C26,38,29,8,1,87,26,61,76.31578947368422,2.631578947368421,95
T24,2,FC Barcelona,C11,38,26,7,5,79,44,35,68.42105263157895,13.157894736842104,85
T24,3,Girona FC,C14,38,25,6,7,85,46,39,65.78947368421053,18.421052631578945,81
T24,4,Atlético Madrid,C3,38,24,4,10,70,43,27,63.1578947368421,26.31578947368421,76
T24,5,Athletic,C2,38,19,11,8,61,37,24,50.0,21.052631578947366,68
T24,6,Real Sociedad,C29,38,16,12,10,51,39,12,42.10526315789473,26.31578947368421,60
T24,7,Real Betis,C25,38,14,15,9,48,45,3,36.84210526315789,23.684210526315788,57
T24,8,Villarreal CF,C40,38,14,11,13,65,65,0,36.84210526315789,34.21052631578947,53
T24,9,Valencia CF,C39,38,13,10,15,40,45,-5,34.21052631578947,39.473684210526315,49
T24,10,Alavés,C0,38,12,10,16,36,46,-10,31.57894736842105,42.10526315789473,46
T24,11,CA Osasuna,C4,38,12,9,17,45,56,-11,31.57894736842105,44.73684210526316,45
T24,12,Getafe CF,C12,38,10,13,15,42,54,-12,26.31578947368421,39.473684210526315,43
T24,13,Sevilla FC,C36,38,10,11,17,48,54,-6,26.31578947368421,44.73684210526316,41
T24,14,RC Celta,C19,38,10,11,17,46,57,-11,26.31578947368421,44.73684210526316,41
T24,15,RCD Mallorca,C22,38,8,16,14,33,44,-11,21.052631578947366,36.84210526315789,40
T24,16,UD Las Palmas,C38,38,10,10,18,33,47,-14,26.31578947368421,47.368421052631575,40
T24,17,Rayo Vallecano,C24,38,8,14,16,29,48,-19,21.052631578947366,42.10526315789473,38
T24,18,Cádiz CF,C8,38,6,15,17,26,55,-29,15.789473684210526,44.73684210526316,33
T24,19,UD Almería,C37,38,3,12,23,43,75,-32,7.894736842105263,60.526315789473685,21
T24,20,Granada CF,C15,38,4,9,25,38,79,-41,10.526315789473683,65.78947368421053,21
